workload,protocol,thread,clients,handler,tps,commits,aborts,aborts+commits,elapsed_time,epoch_duration,checkpoint_interval,rehash_threshold,prefetch_locality
"a","Silo",1,1,true,24466,122332,0,122332,5000,1,30,0.4,3
"a","Silo",1,1,true,24220,121102,0,121102,5000,1,30,0.4,3
"a","Silo",1,1,true,25493,127467,0,127467,5000,1,30,0.8,3
"a","Silo",1,1,true,25488,127440,0,127440,5000,1,30,0.8,3
"a","Silo",1,1,true,25579,127899,0,127899,5000,1,30,0.8,3
"a","Silo",1,1,true,25445,127226,0,127226,5000,1,30,0.99,3
"a","Silo",1,1,true,25043,125215,0,125215,5000,1,30,0.99,3
"a","Silo",1,1,true,24539,122698,0,122698,5000,1,30,0.99,3
"a","Silo",1,1,true,24315,121577,0,121577,5000,10,30,0.1,3
"a","Silo",1,1,true,25052,125260,0,125260,5000,10,30,0.1,3
"a","Silo",1,1,true,25514,127572,0,127572,5000,10,30,0.1,3
"a","Silo",1,1,true,25447,127236,0,127236,5000,10,30,0.4,3
"a","Silo",1,1,true,25405,127026,0,127026,5000,10,30,0.4,3
"a","Silo",1,1,true,25564,127824,0,127824,5000,10,30,0.4,3
"a","Silo",1,1,true,25290,126454,0,126454,5000,10,30,0.8,3
"a","Silo",1,1,true,25381,126905,0,126905,5000,10,30,0.8,3
"a","Silo",1,1,true,25414,127072,0,127072,5000,10,30,0.8,3
"a","Silo",1,1,true,25410,127053,0,127053,5000,10,30,0.99,3
"a","Silo",1,1,true,32122,160612,0,160612,5000,10,30,0.99,3
"a","Silo",1,1,true,25965,129827,0,129827,5000,10,30,0.99,3
"a","Silo",1,1,true,25369,126846,0,126846,5000,20,30,0.1,3
"a","Silo",1,1,true,25780,128903,0,128903,5000,20,30,0.1,3
"a","Silo",1,1,true,25753,128767,0,128767,5000,20,30,0.1,3
"a","Silo",1,1,true,25798,128991,0,128991,5000,20,30,0.4,3
"a","Silo",1,1,true,25480,127404,0,127404,5000,20,30,0.4,3
"a","Silo",1,1,true,25374,126870,0,126870,5000,20,30,0.4,3
"a","Silo",1,1,true,25410,127054,0,127054,5000,20,30,0.8,3
"a","Silo",1,1,true,24630,123154,0,123154,5000,20,30,0.8,3
"a","Silo",1,1,true,25050,125250,0,125250,5000,20,30,0.8,3
"a","Silo",1,1,true,25163,125815,0,125815,5000,20,30,0.99,3
"a","Silo",1,1,true,25645,128228,0,128228,5000,20,30,0.99,3
"a","Silo",1,1,true,25835,129178,0,129178,5000,20,30,0.99,3
"a","Silo",1,1,true,25213,126067,0,126067,5000,30,30,0.1,3
"a","Silo",1,1,true,25486,127432,0,127432,5000,30,30,0.1,3
"a","Silo",1,1,true,24740,123703,0,123703,5000,30,30,0.1,3
"a","Silo",1,1,true,25451,127256,0,127256,5000,30,30,0.4,3
"a","Silo",1,1,true,25106,125530,0,125530,5000,30,30,0.4,3
"a","Silo",1,1,true,24586,122931,0,122931,5000,30,30,0.4,3
"a","Silo",1,1,true,24975,124875,0,124875,5000,30,30,0.8,3
"a","Silo",1,1,true,24564,122824,0,122824,5000,30,30,0.8,3
"a","Silo",1,1,true,25554,127771,0,127771,5000,30,30,0.8,3
"a","Silo",1,1,true,24650,123252,0,123252,5000,30,30,0.99,3
"a","Silo",1,1,true,25704,128522,0,128522,5000,30,30,0.99,3
"a","Silo",1,1,true,25501,127509,0,127509,5000,30,30,0.99,3
"a","Silo",1,1,true,25573,127865,0,127865,5000,40,30,0.1,3
"a","Silo",1,1,true,25537,127685,0,127685,5000,40,30,0.1,3
"a","Silo",1,1,true,24254,121274,0,121274,5000,40,30,0.1,3
"a","Silo",1,1,true,25747,128737,0,128737,5000,40,30,0.4,3
"a","Silo",1,1,true,24994,124972,0,124972,5000,40,30,0.4,3
"a","Silo",1,1,true,25286,126430,0,126430,5000,40,30,0.4,3
"a","Silo",1,1,true,25822,129113,0,129113,5000,40,30,0.8,3
"a","Silo",1,1,true,25765,128829,0,128829,5000,40,30,0.8,3
"a","Silo",1,1,true,25726,128631,0,128631,5000,40,30,0.8,3
"a","Silo",1,1,true,25025,125126,0,125126,5000,40,30,0.99,3
"a","Silo",1,1,true,24591,122955,0,122955,5000,40,30,0.99,3
"a","Silo",1,1,true,25683,128418,0,128418,5000,40,30,0.99,3
"a","Silo",1,1,true,17203,87463,0,87463,5084,40,1,0.1,3
"a","Silo",1,1,true,17090,91982,0,91982,5382,40,1,0.1,3
"a","Silo",1,1,true,17100,85502,0,85502,5000,40,1,0.1,3
"a","Silo",1,1,true,16953,85528,0,85528,5045,40,1,0.4,3
"a","Silo",1,1,true,16870,85498,0,85498,5068,40,1,0.4,3
"a","Silo",1,1,true,17213,86844,0,86844,5045,40,1,0.4,3
"a","Silo",1,1,true,17064,86705,0,86705,5081,40,1,0.8,3
"a","Silo",1,1,true,17566,87832,0,87832,5000,40,1,0.8,3
"a","Silo",1,1,true,17286,86434,0,86434,5000,40,1,0.8,3
"a","Silo",1,1,true,17771,88858,0,88858,5000,40,1,0.99,3
"a","Silo",1,1,true,17803,89018,0,89018,5000,40,1,0.99,3
"a","Silo",1,1,true,17949,89749,0,89749,5000,40,1,0.99,3
"a","Silo",1,1,true,20987,104939,0,104939,5000,40,10,0.1,3
"a","Silo",1,1,true,21028,105141,0,105141,5000,40,10,0.1,3
"a","Silo",1,1,true,20810,104053,0,104053,5000,40,10,0.1,3
"a","Silo",1,1,true,21273,106365,0,106365,5000,40,10,0.4,3
"a","Silo",1,1,true,21139,105695,0,105695,5000,40,10,0.4,3
"a","Silo",1,1,true,21071,105357,0,105357,5000,40,10,0.4,3
"a","Silo",1,1,true,21547,107735,0,107735,5000,40,10,0.8,3
"a","Silo",1,1,true,21327,106638,0,106638,5000,40,10,0.8,3
"a","Silo",1,1,true,21547,107739,0,107739,5000,40,10,0.8,3
"a","Silo",1,1,true,21221,106107,0,106107,5000,40,10,0.99,3
"a","Silo",1,1,true,21743,108715,0,108715,5000,40,10,0.99,3
"a","Silo",1,1,true,21217,106087,0,106087,5000,40,10,0.99,3
"a","Silo",1,1,true,25653,128268,0,128268,5000,40,20,0.1,3
"a","Silo",1,1,true,25588,127941,0,127941,5000,40,20,0.1,3
"a","Silo",1,1,true,25356,126782,0,126782,5000,40,20,0.1,3
"a","Silo",1,1,true,25629,128148,0,128148,5000,40,20,0.4,3
"a","Silo",1,1,true,25613,128067,0,128067,5000,40,20,0.4,3
"a","Silo",1,1,true,25446,127230,0,127230,5000,40,20,0.4,3
"a","Silo",1,1,true,25403,127016,0,127016,5000,40,20,0.8,3
"a","Silo",1,1,true,25615,128077,0,128077,5000,40,20,0.8,3
"a","Silo",1,1,true,25569,127849,0,127849,5000,40,20,0.8,3
