innodb_buffer_pool_size,innodb_read_io_threads,innodb_write_io_threads,innodb_flush_log_at_trx_commit,innodb_adaptive_hash_index,sync_binlog,innodb_lru_scan_depth,innodb_buffer_pool_instances,innodb_change_buffer_max_size,innodb_io_capacity,innodb_log_file_size,table_open_cache,tps,workload,num_table,table_size,num_client
6GB,2,2,1,ON,1,1024,1,25,5000,48MB,4000,196.74,oltp_read_write,64,5000000,4
6GB,2,2,1,ON,1,1024,1,25,10000,48MB,4000,206.43,oltp_read_write,64,5000000,4
6GB,2,2,1,ON,1,1024,1,25,20000,48MB,4000,223.49,oltp_read_write,64,5000000,4
8GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,245.25,oltp_read_write,64,5000000,4
8GB,2,2,1,ON,1,1024,1,25,5000,48MB,4000,192.71,oltp_read_write,64,5000000,4
8GB,2,2,1,ON,1,1024,1,25,10000,48MB,4000,205.31,oltp_read_write,64,5000000,4
8GB,2,2,1,ON,1,1024,1,25,20000,48MB,4000,206.66,oltp_read_write,64,5000000,4
9GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,245.16,oltp_read_write,64,5000000,4
9GB,2,2,1,ON,1,1024,1,25,5000,48MB,4000,193.8,oltp_read_write,64,5000000,4
9GB,2,2,1,ON,1,1024,1,25,10000,48MB,4000,200.07,oltp_read_write,64,5000000,4
9GB,2,2,1,ON,1,1024,1,25,20000,48MB,4000,203.8,oltp_read_write,64,5000000,4
12GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,246.66,oltp_read_write,64,5000000,4
12GB,2,2,1,ON,1,1024,1,25,5000,48MB,4000,192.9,oltp_read_write,64,5000000,4
12GB,2,2,1,ON,1,1024,1,25,10000,48MB,4000,202.78,oltp_read_write,64,5000000,4
12GB,2,2,1,ON,1,1024,1,25,20000,48MB,4000,206.31,oltp_read_write,64,5000000,4
1GB,2,2,1,ON,1,1024,1,25,100,4MB,4000,215.74,oltp_read_write,64,5000000,4
1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,238.69,oltp_read_write,64,5000000,4
1GB,2,2,1,ON,1,1024,1,25,100,512MB,4000,226.11,oltp_read_write,64,5000000,4
1GB,2,2,1,ON,1,1024,1,25,100,5GB,4000,226.79,oltp_read_write,64,5000000,4
