innodb_read_io_threads,innodb_buffer_pool_size,innodb_write_io_threads,innodb_flush_log_at_trx_commit,innodb_adaptive_hash_index,sync_binlog,innodb_lru_scan_depth,innodb_buffer_pool_instances,innodb_change_buffer_max_size,innodb_io_capacity,innodb_log_file_size,table_open_cache,tps,workload,num_table,table_size,num_client
2,2GB,3,1,ON,1,1024,1,25,100,48MB,4000,754.00,oltp_write_only,64,1000000,4
2,2GB,7,1,ON,1,1024,1,25,100,48MB,4000,820.13,oltp_write_only,64,1000000,4
2,2GB,15,1,ON,1,1024,1,25,100,48MB,4000,817.75,oltp_write_only,64,1000000,4
2,3GB,1,1,ON,1,1024,1,25,100,48MB,4000,726.69,oltp_write_only,64,1000000,4
2,3GB,2,1,ON,1,1024,1,25,100,48MB,4000,737.76,oltp_write_only,64,1000000,4
2,3GB,3,1,ON,1,1024,1,25,100,48MB,4000,764.02,oltp_write_only,64,1000000,4
2,3GB,7,1,ON,1,1024,1,25,100,48MB,4000,845.21,oltp_write_only,64,1000000,4
2,3GB,15,1,ON,1,1024,1,25,100,48MB,4000,852.27,oltp_write_only,64,1000000,4
2,4GB,1,1,ON,1,1024,1,25,100,48MB,4000,736.78,oltp_write_only,64,1000000,4
2,4GB,2,1,ON,1,1024,1,25,100,48MB,4000,769.53,oltp_write_only,64,1000000,4
2,4GB,3,1,ON,1,1024,1,25,100,48MB,4000,787.87,oltp_write_only,64,1000000,4
2,4GB,7,1,ON,1,1024,1,25,100,48MB,4000,835.98,oltp_write_only,64,1000000,4
