id,innodb_buffer_pool_size,innodb_read_io_threads,innodb_write_io_threads,innodb_flush_log_at_trx_commit,innodb_adaptive_hash_index,sync_binlog,innodb_lru_scan_depth,innodb_buffer_pool_instances,innodb_change_buffer_max_size,innodb_io_capacity,innodb_log_file_size,table_open_cache,tps,Average CPU Usage (Idle Mode),Average CPU Usage (IO Wait Mode),Average CPU Usage (IRQ Mode),Average CPU Usage (Nice Mode),Average CPU Usage (SoftIRQ Mode),Average CPU Usage (Steal Mode),Average CPU Usage (System Mode),Average CPU Usage (User Mode),Average Memory Usage Percentage,Total Memory Usage,Total Memory,Average Memory Swap In,Average Memory Swap Out,Average Network Retransmit Rate,Average Swap Usage Percentage,Average Pages Swap In/Out (60s Rate),Average Pages Swap Out (60s Rate),InnoDB Buffer Pool Cache Hit Rate,Current QPS (Queries Per Second),InnoDB Buffer Pool (Data Pages),InnoDB Buffer Pool (Free Pages),InnoDB Buffer Pool (Misc Pages),InnoDB Dirty Buffer Pages,Max CPU Usage (100 - Idle),MySQL Aborted Clients (60s Rate),MySQL Aborted Connections (60s Rate),MySQL Threads Running (Max Over Time),MySQL Client Threads Connected (Max Over Time),MySQL Threads Running (Max Over Time).1,MySQL Threads Connected (Max Over Time),MySQL Max Used Connections,MySQL Max Connections,MySQL File Openings (60s Rate),MySQL Handlers (Delete),MySQL Handlers (Discover),MySQL Handlers (External Lock),MySQL Handlers (MRR Init),MySQL Handlers (Read First Record),MySQL Handlers (Key Read),MySQL Handlers (Read Last Record),MySQL Handlers (Read Next Record),MySQL Handlers (Read Previous Record),MySQL Handlers (Read Random),MySQL Handlers (Read Next Record).1,MySQL Handlers (Update),MySQL Handlers (Write),InnoDB Rows Deleted (60s Rate),InnoDB Rows Inserted (60s Rate),InnoDB Rows Read (60s Rate),InnoDB Rows Updated (60s Rate),InnoDB Buffer Pool Total Pages,InnoDB Log Buffer Size,MySQL Internal Memory (Key Buffer Size),MySQL Network Traffic (Bytes Received),MySQL Network Traffic (Bytes Sent),MySQL Open Files (InnoDB),MySQL Open Files,MySQL Open Files Limit,MySQL Open Tables,MySQL Table Open Cache Size,MySQL Full Join Selects (60s Rate),MySQL Full Range Join Selects (60s Rate),MySQL Range Selects (60s Rate),MySQL Range Selects (60s Rate).1,MySQL Full Table Scans (60s Rate),MySQL Slow Queries (60s Rate),MySQL Sort Merge Passes (60s Rate),MySQL Sort Range (60s Rate),MySQL Rows Sorted (60s Rate),MySQL Sort Scans (60s Rate),MySQL Table Definition Cache,MySQL Table Definition Cache Size,MySQL Opened Table Definitions (60s Rate),MySQL Table Locks Immediate (60s Rate),MySQL Table Locks Waited (60s Rate),MySQL Opened Tables (60s Rate),MySQL Table Open Cache Hits (60s Rate),MySQL Table Open Cache Efficiency,MySQL Open Cache Misses (60s Rate),MySQL Open Cache Overflows (60s Rate),MySQL Temporary Disk Tables Created (60s Rate),MySQL Temporary Files Created (60s Rate),MySQL Temporary Tables Created (60s Rate),MySQL Threads Cached,MySQL Thread Cache Size,MySQL Threads Created (60s Rate),MySQL Transaction Handlers (Commit),MySQL Transaction Handlers (Prepare),MySQL Transaction Handlers (Rollback),MySQL Transaction Handlers (Savepoint),MySQL Transaction Handlers (Savepoint Rollback),Top 5 Command Usage (Begin Transaction),Top 5 Command Usage (Commit),Top 5 Command Usage (Select),Top 5 Command Usage (Set Option),Top 5 Command Usage (Statement Execute),Top 5 Command Usage (Statement Prepare),MySQL Uptime,Root Volume Disk Usage Percentage,Root Volume Disk Usage,Top 5 Command Usage (Show Replica Status),Top 5 Command Usage (Show Slave Status),Top 5 Command Usage (Show Variables),Top 5 Command Usage (Statement Close),Top 5 Command Usage (Show Status),Top 5 Command Usage (Admin Commands),Top 5 Command Usage (Delete),Top 5 Command Usage (Insert),Top 5 Command Usage (Update),Average Network Traffic Sent,Average Network Traffic Received,Average Disk IOPS (Read),Average Disk IOPS (Write),Average Disk Busy,label,workload_label,mem_size,num_cpu
521,2,2,2,1,1,1,1024,1,25,100,0.048,4000,138.03,86.8908333333675,6.866666666667091,0,0,0.1416666666666704,0.1741666666666882,1.5091666666667152,2.684166666667731,10.9222844458033,3684466688,33733480448,0,0,1.17488583898e-05,,0,0,92.10936403304622,2950.42,130184,173,715,13228,26.060000000055883,0,0,5.833333333333333,5,6,5,5,151,0,0.0,0,0.4,0,0.0,0.0,0,0.0,0.0,0,226.08,0.0,113.2,134.04,134.04,56156.98,268.04,2132934656,16777216,8388608,116285.32,5436723.96,79,2,16384,413,4000,0,0,536.14,0,0.56,0,0,0,26802.68,268.06,112,2000,0,0.18,0,0.18,2680.92,0.9999328633769722,0.18,0.0,0,0,134.4,0,9,0,3485.1800000000003,1340.32,0.0,0,0,134.08,134.04,2145.12,,2814.98,,102,21.951864085609103,23567867904,,,,,,,,134.04,268.04,2913935.8800000004,2912547.18,2507.66,2659.9,100.01000000000931,"[0.27553912 0.0211711  0.16086888 0.09853612 0.0211711  0.04525421
 0.03943019 0.09149221 0.08755706 0.04867779 0.05926334 0.05103888]",64-1000000-4-oltp_read_write_80-0.6,32,24
522,3,2,2,1,1,1,1024,1,25,100,0.048,4000,159.16,86.02583333333797,7.249166666666648,0,0,0.1558333333333384,0.2250000000000132,1.6091666666664728,2.8258333333329424,14.362095910821566,4844834816,33733480448,0,0,1.17416727687e-05,,0,0,92.54739739909763,3389.36,195712,0,896,18217,32.10000000009313,0,0,6.0,5,6,5,5,151,0,0.0,0,0.44,0,0.0,0.0,0,0.0,0.0,0,251.64000000000004,0.0,126.04000000000002,153.98,153.98,64523.24,308.0,3206545408,16777216,8388608,133584.46,6247196.76,79,2,16384,414,4000,0,0,615.98,0,0.64,0,0,0,30800.0,308.0,112,2000,0,0.22,0,0.22,3079.94,0.9999285751389538,0.22,0.0,0,0,154.42000000000002,0,9,0,4003.86,1539.84,0.0,0,0,154.0,153.98,2464.28,,3233.92,,113,21.926233940957506,23540350976,,,,,,,153.98,153.98,308.0,3390391.85,3389000.96,2636.94,2654.24,99.9900000001071,"[0.27553912 0.0211711  0.16086888 0.09853612 0.0211711  0.04525421
 0.03943019 0.09149221 0.08755706 0.04867779 0.05926334 0.05103888]",64-1000000-4-oltp_read_write_80-0.6,32,24
523,4,2,2,1,1,1,1024,1,25,100,0.048,4000,171.43,86.17000000004191,6.865833333333437,0,0,0.1758333333333155,0.2008333333333401,1.6866666666665344,3.02666666666687,17.787263834958793,6000263168,33733480448,0,0,1.17333853515e-05,,0,0,92.81112221270656,3798.34,261131,2,1011,23632,26.14000000013038,0,0,5.833333333333333,5,6,5,5,151,0,0.0,0,0.4,0,0.0,0.0,0,0.0,0.0,0,226.2,0.0,113.3,172.56,172.56,72310.68000000001,345.16,4278370304,16777216,8388608,149701.62,7000039.38,79,2,16384,413,4000,0,0,690.34,0,0.62,0,0,0,34514.94,345.16,112,2000,0,0.2,0,0.2,3451.74,0.9999420615653808,0.2,0.0,0,0,173.0,0,9,0,4487.16,1725.64,0.0,0,0,172.6,172.56,2761.76,,3624.28,,113,21.94884630585033,23564627968,,,,,,,172.56,172.56,345.16,3772220.19,3770793.26,2649.2000000000003,2601.38,99.98400000005496,"[0.27553912 0.0211711  0.16086888 0.09853612 0.0211711  0.04525421
 0.03943019 0.09149221 0.08755706 0.04867779 0.05926334 0.05103888]",64-1000000-4-oltp_read_write_80-0.6,32,24
524,6,2,2,1,1,1,1024,1,25,100,0.048,4000,186.28,85.95833333333334,7.025000000000243,0,0,0.1749999999999829,0.1916666666666581,1.7041666666667274,3.0466666666666247,19.65211755193509,6629343232,33733480448,0,0,1.17252622095e-05,,0,0,92.78456710872555,3871.932806719328,282355,109687,1174,26192,27.260000000242147,0,0,6.0,5,6,5,5,151,0,0.0,0,0.3999680025597952,0,0.0,0.0,0,0.0,0.0,0,226.1819054475642,0.0,113.290936725062,175.94240575942405,175.94240575942405,73713.74862513748,351.90480951904806,4626104320,16777216,8388608,152613.09869013098,7135979.482051794,79,2,16384,414,4000,0,0,703.7296270372962,0,0.61993800619938,0,0,0,35186.60133986601,351.8848115188481,112,2000,0,0.1999800019997999,0,0.1999800019997999,3518.608139186081,0.9999431682560612,0.1999800019997999,0.0,0,0,176.36236376362362,0,9,0,4574.302569743025,1759.4640535946403,0.0,0,0,175.94240575942405,175.94240575942405,2815.1584841515846,,3694.550544945505,,116,21.952325718163863,23568363520,,,,,,,175.94240575942405,175.94240575942405,351.8848115188481,3867263.57,3865828.34,2736.0,2586.56,99.99399999994785,"[0.27553912 0.0211711  0.16086888 0.09853612 0.0211711  0.04525421
 0.03943019 0.09149221 0.08755706 0.04867779 0.05926334 0.05103888]",64-1000000-4-oltp_read_write_80-0.6,32,24
525,8,2,2,1,1,1,1024,1,25,100,0.048,4000,191.2,85.83166666670392,7.0691666666668125,0,0,0.1741666666666551,0.2425000000000067,1.6458333333333333,2.992500000000367,20.34010898631364,6861426688,33733480448,0,0,1.17164515209e-05,,0,0,92.77159109168622,3824.74,284965,238125,1198,24705,23.43999999994412,0,0,6.0,5,6,5,5,151,0,0.0,0,0.36,0,0.0,0.0,0,0.0,0.0,0,201.0,0.0,100.76,173.78,173.78,72816.6,347.6,4668866560,16777216,8388608,150741.30000000002,7048741.4,79,2,16384,413,4000,0,0,695.16,0,0.52,0,0,0,34758.54,347.6,112,2000,0,0.18,0,0.18,3475.88,0.9999482172344552,0.18,0.0,0,0,174.14,0,9,0,4518.62,1737.88,0.0,0,0,173.8,,2780.96,,3649.66,,121,21.92263625914648,23536488448,,,,,,,173.8,,347.6,3818951.14,3817512.71,2692.7200000000003,2609.78,99.99400000006426,"[0.27553912 0.0211711  0.16086888 0.09853612 0.0211711  0.04525421
 0.03943019 0.09149221 0.08755706 0.04867779 0.05926334 0.05103888]",64-1000000-4-oltp_read_write_80-0.6,32,24
526,9,2,2,1,1,1,1024,1,25,100,0.048,4000,194.09,85.87166666668296,7.094999999999497,0,0,0.1808333333333725,0.2116666666666352,1.69083333333352,3.029166666667304,20.614450746401687,6953971712,33733480448,0,0,1.17075147523e-05,,0,0,92.76013555013095,3892.7,284946,303674,1204,28134,24.959999999962747,0,0,6.0,5,6,5,5,151,0,0.0,0,0.44,0,0.0,0.0,0,0.0,0.0,0,251.52,0.0,125.94,176.88,176.88,74108.84,353.78000000000003,4668555264,16777216,8388608,153431.62,7174975.7,79,2,16384,414,4000,0,0,707.5,0,0.66,0,0,0,35376.24,353.78000000000003,112,2000,0,0.22,0,0.22,3537.52,0.999937813406299,0.22,0.0,0,0,177.32,0,9,0,4598.8,1768.84,0.0,0,0,176.88,176.88,2830.28,,3714.4,,121,21.952924695941523,23569006592,,,,,,,176.88,176.88,353.8,3894074.52,3892634.81,2755.62,2556.8,99.99199999996928,"[0.27553912 0.0211711  0.16086888 0.09853612 0.0211711  0.04525421
 0.03943019 0.09149221 0.08755706 0.04867779 0.05926334 0.05103888]",64-1000000-4-oltp_read_write_80-0.6,32,24
527,12,2,2,1,1,1,1024,1,25,100,0.048,4000,194.09,85.92416666667366,7.021666666666381,0,0,0.1791666666666363,0.215833333333336,1.657500000000179,3.006666666666509,21.7388342697226,7333265408,33733480448,0,0,1.16983753537e-05,,0,0,92.793833051861,3879.36,291634,493524,1274,24735,34.47999999998137,0,0,6.0,5,6,5,5,151,0,0.16,0,248.3,0,0.0,87.4,0,119.32,0.0,0,348.18,6.640000000000001,93.76,176.26,176.26,73861.92,352.54,4778131456,16777216,8388608,152901.7,7150013.88,79,2,16384,413,4000,0,0,705.14,0,0.62,0,0,0,35254.76,352.56,112,2000,0,0.2,0,0.2,3525.44,0.9999432727107704,0.2,0.0,0,0,176.70000000000002,0,9,0,4583.06,1762.64,0.0,0,0,176.28,176.26,2820.68,,3701.7,,133,21.953088747179983,23569182720,,,,,,,176.26,176.26,352.56,3879247.74,3877858.87,2713.9,2585.82,100.00800000003072,"[0.27553912 0.0211711  0.16086888 0.09853612 0.0211711  0.04525421
 0.03943019 0.09149221 0.08755706 0.04867779 0.05926334 0.05103888]",64-1000000-4-oltp_read_write_80-0.6,32,24
528,16,2,2,1,1,1,1024,1,25,100,0.048,4000,192.02,85.88833333334577,7.042500000000625,0,0,0.1616666666666333,0.2475000000000164,1.6224999999998695,2.9591666666666097,22.61713102435698,7629545472,33733480448,0,0,1.16894500832e-05,,0,0,92.76960165614194,3838.8,285844,761473,1259,26879,27.560000000055872,0,0,5.833333333333333,5,6,5,5,151,0,104.7,0,4201.12,0,0.02,1995.42,0,41892.68,0.0,0,10960.74,209.42,10690.14,174.4,174.4,73083.6,348.8,4683268096,16777216,8388608,151294.74,7074540.140000001,79,2,16384,413,4000,0,0,697.7,0,0.62,0,0,0,34882.0,348.82,112,2000,0,0.2,0,0.2,3488.52,0.9999426723841408,0.2,0.0,0,0,174.82,0,9,0,4534.96,1744.0,0.0,0,0,174.44,174.4,2791.24,,3662.92,,127,21.95312308348572,23569219584,,,,,,,174.4,174.4,348.8,3836829.88,3835519.64,2715.0,2483.88,99.99400000006426,"[0.27553912 0.0211711  0.16086888 0.09853612 0.0211711  0.04525421
 0.03943019 0.09149221 0.08755706 0.04867779 0.05926334 0.05103888]",64-1000000-4-oltp_read_write_80-0.6,32,24
529,18,2,2,1,1,1,1024,1,25,100,0.048,4000,191.69,85.95583333333101,7.03333333333315,0,0,0.1724999999999804,0.1941666666666558,1.6916666666666442,3.042500000000624,22.88079975589241,7718490112,33733480448,0,0,1.16806050407e-05,,0,0,92.73664769321536,3881.48,281217,897193,1238,24654,23.859999999869608,0,0,5.833333333333333,5,6,5,5,151,0,140.92000000000002,0,5637.28,0,0.0,2677.52,0,56361.28,0.0,0,14484.68,281.84000000000003,14359.06,176.36,176.36,73901.02,352.72,4607459328,16777216,8388608,152982.84,7154207.88,79,2,16384,413,4000,0,0,705.5,0,0.6,0,0,0,35276.0,352.76,112,2000,0,0.2,0,0.2,3527.4,0.9999433042295044,0.2,0.0,0,0,176.78,0,9,0,4585.54,1763.6,0.0,0,0,176.36,176.36,2822.24,,3703.76,,129,21.95366483408716,23569801216,,,,,,,176.36,176.36,352.74,3852016.97,3850575.77,2760.18,2607.16,99.99800000002142,"[0.27553912 0.0211711  0.16086888 0.09853612 0.0211711  0.04525421
 0.03943019 0.09149221 0.08755706 0.04867779 0.05926334 0.05103888]",64-1000000-4-oltp_read_write_80-0.6,32,24
530,24,2,2,1,1,1,1024,1,25,100,0.048,4000,193.88,85.89916666666979,7.003333333333407,0,0,0.1750000000000255,0.2274999999999731,1.6675000000000182,3.019166666667085,25.11732742508147,8472948736,33733480448,0,0,1.16715101045e-05,,0,0,92.78300812031245,3846.06,293327,1278186,1351,23578,29.580000000074502,0,0,6.0,5,6,5,5,151,0,144.72,0,5789.42,0,0.0,2749.82,0,57895.72,0.0,0,14819.62,289.44,14719.38,174.76,174.76,73216.72,349.52,4805869568,16777216,8388608,151586.34,7087862.32,79,2,16384,413,4000,0,0,699.0,0,0.6,0,0,0,34949.96,349.52,112,2000,0,0.2,0,0.2,3495.12,0.9999427806323884,0.2,0.0,0,0,175.16,0,9,0,4543.68,1747.6,0.0,0,0,174.76,174.76,2796.38,,3669.88,,131,21.953210831822567,23569313792,,,,,,,174.76,174.76,349.52,3847963.04,3846524.34,2675.74,2617.64,99.99800000002142,"[0.27553912 0.0211711  0.16086888 0.09853612 0.0211711  0.04525421
 0.03943019 0.09149221 0.08755706 0.04867779 0.05926334 0.05103888]",64-1000000-4-oltp_read_write_80-0.6,32,24
531,1,1,2,1,1,1,1024,1,25,100,0.048,4000,126.09,87.16499999992084,6.628333333332648,0,0,0.1358333333333045,0.20250000000001,1.4291666666668257,2.639999999999493,7.472164219418516,2520621056,33733480448,0,0,1.16633798678e-05,,0,0,91.66371435854248,2759.92,65012,0,524,9034,25.36000000033527,0,0,6.0,5,6,5,5,151,0,158.18,0,6326.8,0,0.0,3005.0,0,63262.58,0.0,0,16227.7,316.36,16102.12,125.38,125.38,52532.8,250.76,1065156608,16777216,8388608,108786.8,5087320.86,79,2,16384,366,4000,0,0,501.5,0,0.68,0,0,0,25076.0,250.76,112,2000,0,0.22,0,0.22,2507.68,0.9999122772040352,0.22,0.0,0,0,125.84,0,9,0,3259.98,1253.8,0.0,0,0,125.4,125.38,2006.5,,2633.06,,97,21.930438230836348,23544864768,,,,,,,125.38,125.38,250.76,2737273.31,2735838.1,2619.9,2357.62,100.0,"[0.27553912 0.0211711  0.16086888 0.09853612 0.0211711  0.04525421
 0.03943019 0.09149221 0.08755706 0.04867779 0.05926334 0.05103888]",64-1000000-4-oltp_read_write_80-0.6,32,24
532,1,2,2,1,1,1,1024,1,25,100,0.048,4000,125.5,86.92749999997129,6.860833333333023,0,0,0.142500000000003,0.1841666666667123,1.4558333333333926,2.6391666666669,7.4830922350013935,2524307456,33733480448,0,0,1.1657019912e-05,,0,0,91.46737897169612,2780.44,64970,81,485,8963,24.70000000018626,0,0,6.0,5,6,5,5,151,0,170.76,0,6828.96,0,0.0,3243.58,0,68295.0,0.0,0,17446.84,341.52,17346.64,126.36,126.36,52919.92,252.68,1064468480,16777216,8388608,109597.8,5124150.28,79,2,16384,413,4000,0,0,505.24,0,0.58,0,0,0,25261.8,252.64,112,2000,0,0.2,0,0.2,2526.42,0.9999208428651716,0.2,0.0,0,0,126.72,0,9,0,3284.52,1263.52,0.0,0,0,,126.36,2021.32,,2652.78,,100,21.95210443974919,23568125952,,,,,,,,126.36,252.68,2764388.86,2762955.99,2713.58,2358.08,99.99399999994785,"[0.27553912 0.0211711  0.16086888 0.09853612 0.0211711  0.04525421
 0.03943019 0.09149221 0.08755706 0.04867779 0.05926334 0.05103888]",64-1000000-4-oltp_read_write_80-0.6,32,24
533,1,3,2,1,1,1,1024,1,25,100,0.048,4000,125.37,87.01583333328986,6.925833333332775,0,0,0.1349999999999814,0.1791666666666789,1.4533333333334892,2.5775000000011614,7.46984505166705,2519838720,33733480448,0,0,1.16506327704e-05,,0,0,91.45222845619608,2711.98,65055,0,481,8666,23.819999999832365,0,0,5.833333333333333,5,6,5,5,151,0,202.0,0,8080.04,0,0.0,3837.82,0,80799.06,0.0,0,20628.2,404.0,20515.3,123.2,123.2,51625.04,246.4,1065861120,16777216,8388608,106890.78,4998477.66,79,2,16384,413,4000,0,0,492.86,0,0.6,0,0,0,24640.08,246.42,112,2000,0,0.2,0,0.2,2464.16,0.9999188430261812,0.2,0.0,0,0,123.6,0,9,0,3203.36,1232.0,0.0,0,0,123.2,123.2,1971.66,,2587.36,,100,21.94817102517107,23563902976,,,,,,,123.2,123.2,246.4,2713551.6500000004,2712113.4600000004,2662.76,2309.7200000000003,99.9660000000149,"[0.27553912 0.0211711  0.16086888 0.09853612 0.0211711  0.04525421
 0.03943019 0.09149221 0.08755706 0.04867779 0.05926334 0.05103888]",64-1000000-4-oltp_read_write_80-0.6,32,24
534,1,7,2,1,1,1,1024,1,25,100,0.048,4000,126.37,86.99750000003645,6.838333333333747,0,0,0.1391666666666585,0.1833333333333323,1.4391666666665135,2.6358333333331903,7.475248348260806,2521661440,33733480448,0,0,1.16442076341e-05,,0,0,91.468426380515,2769.66,65041,0,495,8913,25.74000000022352,0,0,6.0,5,6,5,5,151,0,212.34,0,8493.64,0,0.0,4034.28,0,84932.66,0.0,0,21671.08,424.68,21558.2,125.82,125.82,52721.0,251.64,1065631744,16777216,8388608,109163.64,5105454.72,79,2,16384,413,4000,0,0,503.32,0,0.6,0,0,0,25168.0,251.66,112,2000,0,0.2,0,0.2,2516.6,0.9999205340114432,0.2,0.0,0,0,126.24,0,9,0,3271.58,1258.2,0.0,0,0,125.86,125.82,2013.62,,2642.42,,100,21.92720298780798,23541391360,,,,,,,125.82,125.82,251.64,2752861.99,2751424.3800000004,2705.6,2364.38,99.98599999991713,"[0.27553912 0.0211711  0.16086888 0.09853612 0.0211711  0.04525421
 0.03943019 0.09149221 0.08755706 0.04867779 0.05926334 0.05103888]",64-1000000-4-oltp_read_write_80-0.6,32,24
535,1,15,2,1,1,1,1024,1,25,100,0.048,4000,124.76,87.10833333337602,6.851666666667065,0,0,0.1308333333333044,0.158333333333322,1.4325000000000048,2.6241666666671795,7.486953467174004,2525609984,33733480448,0,0,1.16763039256e-05,,0,0,91.49046160289195,2720.6,65010,0,526,8822,24.0,0,0,6.0,5,6,5,5,151,0,227.3,0,9092.48,0,0.0,4318.7,0,90916.0,0.0,0,23207.04,454.58,23081.44,123.6,123.6,51784.42,247.16,1065123840,16777216,8388608,107230.9,5013482.0,79,2,16384,413,4000,0,0,494.38,0,0.56,0,0,0,24716.02,247.18,112,2000,0,0.18,0,0.18,2472.0,0.9999271897677354,0.18,0.0,0,0,123.96,0,9,0,3213.62,1235.92,0.0,0,0,123.62,123.6,1977.96,,2595.6,,107,21.94866699403155,23564435456,,,,,,,,123.6,247.16,2697231.0,2695794.48,2659.06,2302.48,99.99600000004284,"[0.27553912 0.0211711  0.16086888 0.09853612 0.0211711  0.04525421
 0.03943019 0.09149221 0.08755706 0.04867779 0.05926334 0.05103888]",64-1000000-4-oltp_read_write_80-0.6,32,24
536,1,2,1,1,1,1,1024,1,25,100,0.048,4000,109.38,87.61416666669538,6.494999999999588,0,0,0.119166666666653,0.1550000000000201,1.39666666666695,2.5574999999996635,7.468327271724988,2519326720,33733480448,0,0,1.16701123415e-05,,0,0,91.62788110102127,2376.66,64935,113,488,8185,26.060000000055883,0,0,6.0,5,6,5,5,151,0,252.6,0,10105.62,0,0.0,4799.9800000000005,0,101050.88,0.0,0,25764.12,505.2,25638.54,107.96,107.96,45244.0,215.98,1063895040,16777216,8388608,93679.62,4381315.94,79,2,16384,413,4000,0,0,431.96,0,0.56,0,0,0,21598.54,216.0,112,2000,0,0.18,0,0.18,2159.38,0.9999166496878996,0.18,0.0,0,0,108.38,0,9,0,2807.16,1079.68,0.0,0,0,,107.96,1727.76,,2267.34,,103,21.951894606769752,23567900672,,,,,,,107.98,107.96,215.98,2375430.9400000004,2373997.3200000003,2298.02,2413.16,100.00599999993574,"[0.27553912 0.0211711  0.16086888 0.09853612 0.0211711  0.04525421
 0.03943019 0.09149221 0.08755706 0.04867779 0.05926334 0.05103888]",64-1000000-4-oltp_read_write_80-0.6,32,24
537,1,2,2,1,1,1,1024,1,25,100,0.048,4000,124.07,86.88957325123316,6.920836166326514,0,0,0.1266514684904273,0.2166406697862753,1.4214960871362816,2.577190737112177,7.494870207351809,2528280576,33733480448,0,0,1.16641032356e-05,,0,0,91.48030206407708,2710.06,64456,601,479,8256,22.889253289493507,0,0,5.833333333333333,5,6,5,5,151,0,248.6,0,9944.82,0,0.0,4723.58,0,99448.84,0.0,0,25336.94,497.22,25224.0,123.1,123.1,51587.32,246.22,1056047104,16777216,8388608,106810.98,4995234.38,79,2,16384,413,4000,0,0,492.48,0,0.6,0,0,0,24624.0,246.24,112,2000,0,0.2,0,0.2,2462.42,0.9999187856835404,0.2,0.0,0,0,123.52,0,9,0,3201.08,1231.04,0.0,0,0,123.12,123.1,1970.3,,2585.52,,97,21.922289080944136,23536115712,,,,,,,123.1,123.1,246.22,2717986.8615766107,2716552.0537535497,2658.2410110786705,2316.402031756189,99.99600047997312,"[0.27553912 0.0211711  0.16086888 0.09853612 0.0211711  0.04525421
 0.03943019 0.09149221 0.08755706 0.04867779 0.05926334 0.05103888]",64-1000000-4-oltp_read_write_80-0.6,32,24
538,1,2,3,1,1,1,1024,1,25,100,0.048,4000,133.82,86.62833333337525,7.048333333333479,0,0,0.133333333333302,0.169166666666636,1.4866666666667925,2.778333333332057,7.468400125162205,2519351296,33733480448,0,0,1.16574621927e-05,,0,0,91.5032646221741,2941.86,64923,90,523,8403,29.91999999992549,0,0,5.833333333333333,5,6,5,5,151,0,244.52,0,9782.04,0,0.0,4646.34,0,97816.98,0.0,0,24899.18,489.06,24798.98,133.66,133.66,55995.42,267.32,1063698432,16777216,8388608,115956.96,5422149.14,79,2,16384,414,4000,0,0,534.5600000000001,0,0.66,0,0,0,26728.0,267.28000000000003,112,2000,0,0.22,0,0.22,2673.1,0.9999177053252136,0.22,0.0,0,0,134.08,0,9,0,3475.0,1336.6,0.0,0,0,,133.66,2138.8,,2806.76,,103,21.948323630974297,23564066816,,,,,,,133.66,133.66,267.3,2928749.3800000004,2927311.7,2867.2200000000003,2388.62,99.99399999994785,"[0.27553912 0.0211711  0.16086888 0.09853612 0.0211711  0.04525421
 0.03943019 0.09149221 0.08755706 0.04867779 0.05926334 0.05103888]",64-1000000-4-oltp_read_write_80-0.6,32,24
539,1,2,7,1,1,1,1024,1,25,100,0.048,4000,146.84,86.11000000000543,7.297499999999824,0,0,0.1499999999999914,0.1883333333333136,1.4924999999998745,2.828333333332618,7.473572719204753,2521096192,33733480448,0,0,1.16505861189e-05,,0,0,91.52540931127506,3213.1,65004,0,532,9279,24.859999999869608,0,0,6.0,5,6,5,5,151,0,240.3,0,9612.0,0,0.0,4565.52,0,96110.22,0.0,0,24494.52,480.6,24381.62,145.98,145.98,61169.78,291.96,1065025536,16777216,8388608,126640.88,5922168.28,79,2,16384,414,4000,0,0,583.96,0,0.6,0,0,0,29198.0,291.98,112,2000,0,0.2,0,0.2,2919.76,0.99993150591104,0.2,0.0,0,0,146.38,0,9,0,3795.64,1459.8,0.0,0,0,145.98,145.98,2336.14,,3065.74,,101,21.952592778319502,23568650240,,,,,,,145.98,145.98,291.96,3194153.31,3192722.0300000003,3111.26,2383.62,100.00800000003072,"[0.27553912 0.0211711  0.16086888 0.09853612 0.0211711  0.04525421
 0.03943019 0.09149221 0.08755706 0.04867779 0.05926334 0.05103888]",64-1000000-4-oltp_read_write_80-0.6,32,24
540,1,2,15,1,1,1,1024,1,25,100,0.048,4000,150.26,85.89749999996273,7.469999999999801,0,0,0.1391666666666632,0.2083333333333333,1.504166666666568,2.8458333333333026,7.485095704524909,2524983296,33733480448,0,0,1.16433906287e-05,,0,0,91.5227783738715,3233.7000000000003,65004,0,532,9450,23.599999999627475,0,0,6.0,5,6,5,5,151,0,224.24,0,8970.42,0,0.0,4260.78,0,89698.0,0.0,0,22874.56,448.48,22761.64,146.96,146.96,61563.52,293.88,1065025536,16777216,8388608,127454.76,5960453.78,79,2,16384,414,4000,0,0,587.72,0,0.56,0,0,0,29388.0,293.88,112,2000,0,0.2,0,0.2,2938.44,0.9999319413061823,0.2,0.0,0,0,147.3,0,9,0,3820.12,1469.52,0.0,0,0,,146.96,2350.92,,3085.4,,100,21.927191542372736,23541379072,,,,,,,,146.96,293.88,3222401.2700000005,3220964.2900000005,3144.74,2248.26,100.00600000005215,"[0.27553912 0.0211711  0.16086888 0.09853612 0.0211711  0.04525421
 0.03943019 0.09149221 0.08755706 0.04867779 0.05926334 0.05103888]",64-1000000-4-oltp_read_write_80-0.6,32,24
